"","id","date","time","timezone","user_id","tweet","mentions","urls","hashtags","place","photos","hashtags.1","near","processed_tweets","tweets_tokens","triggers","triggers2","triggers3","all_triggers","LOC"
"967",9.28e+17,"08/11/2017",12:24:58,8,109292389,"í¢ŒùŒ_ Bubbly Blyss November 2 + 1 Promo í_Œ´í¢ŒóŒ¢íçŒçíçŒÇŒ«í¢ŒóŒ¢í_Œî Enjoy Pure Blyssí¢Œ‹Œ¢ with UME & Smell Divine with Mistí¢ŒóŒ_  https://www.instagram.com/p/BbOIMrqhCmC/í‰Œæ","[]","['https://www.instagram.com/p/BbOIMrqhCmC/']","[]","North-East Region, Singapore","[]","[]","Singapore","bubbly blyss november 2  1 promo  enjoy pure blyss with ume  smell divine with mist https www instagram compbboimrqhcmc","['bubbly', 'blyss', 'november', '2', '1', 'promo', 'enjoy', 'pure', 'blyss', 'with', 'ume', 'smell', 'divine', 'with', 'mist', 'https', 'www', 'instagram', 'compbboimrqhcmc']",NA,NA,NA,NA,NA
"968",9.28e+17,"07/11/2017",22:51:37,8,109292389,"í¢ŒùŒ_ Bubbly Blyss November 2 + 1 Promo í_Œ´í¢ŒóŒ¢íçŒçíçŒÇŒ«í¢ŒóŒ¢í_Œî Enjoy Pure Blyssí¢Œ‹Œ¢ with UME & Smell Divine with Mistí¢ŒóŒ_  https://www.instagram.com/p/BbMrHZ2D4Hs/í‰Œæ","[]","['https://www.instagram.com/p/BbMrHZ2D4Hs/']","[]","North-East Region, Singapore","[]","[]","Singapore","bubbly blyss november 2  1 promo  enjoy pure blyss with ume  smell divine with mist https www instagram compbbmrhz2d4hs","['bubbly', 'blyss', 'november', '2', '1', 'promo', 'enjoy', 'pure', 'blyss', 'with', 'ume', 'smell', 'divine', 'with', 'mist', 'https', 'www', 'instagram', 'compbbmrhz2d4hs']",NA,NA,NA,NA,NA
"969",9.28e+17,"07/11/2017",07:55:39,8,73063010,"Burning smell all the way íÁŒôŒëŒ_íÁŒôŒ_Œ‡íÁŒôŒèŒ_í¢ŒóŒçí¢Œ»Œóí¿ŒŸŒè","[]","[]","[]","North Region, Singapore","[]","[]","Singapore","burning smell all the way","['burning', 'smell', 'all', 'the', 'way']",NA,NA,"burning","burning",NA
"970",9.27e+17,"05/11/2017",15:04:10,8,44392954,"Lunchtime........oh I smell their tunaíÁŒôŒÖŒÅ#lunchtime #í«ŒçŒ_í©Œ_Œê #mittagessen #cats #í_ŒëŒ‚ #katze @ The Cat Cafe  https://www.instagram.com/p/BbGruZlglt8/í‰Œæ","[]","['https://www.instagram.com/p/BbGruZlglt8/']","['#lunchtime', '#í«ŒçŒ_í©Œ_Œê', '#mittagessen', '#cats', '#í_ŒëŒ‚', '#katze']","Central Region, Singapore","[]","['#lunchtime', '#í«ŒçŒ_í©Œ_Œê', '#mittagessen', '#cats', '#í_ŒëŒ‚', '#katze']","Singapore","lunchtime oh i smell their tuna    the cat cafe https www instagram compbbgruzlglt8","['lunchtime', 'oh', 'i', 'smell', 'their', 'tuna', 'the', 'cat', 'cafe', 'https', 'www', 'instagram', 'compbbgruzlglt8']",NA,NA,NA,NA,NA
"971",9.27e+17,"05/11/2017",03:14:21,8,461949683,"i smell of mookata , cog , and alcohol íÁŒôŒ»Œ€ (@ í_Œ_Œïí_Œ_Œ‹í«Œ¬Œ_ íÁŒôŒèŒç in pasir ris, singapore)  https://www.swarmapp.com/c/klEcaBNGNBwí‰Œæ","[]","['https://www.swarmapp.com/c/klEcaBNGNBw']","[]","East Region, Singapore","[]","[]","Singapore","i smell of mookata cog and alcohol     in pasir ris singapore https www swarmapp comcklecabngnbw","['i', 'smell', 'of', 'mookata', 'cog', 'and', 'alcohol', 'in', 'pasir', 'ris', 'singapore', 'https', 'www', 'swarmapp', 'comcklecabngnbw']",NA,NA,NA,NA,"pasir ris"
"972",9.27e+17,"04/11/2017",19:56:12,8,3905200938,"Armpit check! Hehe do yí¢ŒóŒ»all ever do this? You smell somethingí¢ŒóŒîletí¢ŒóŒ»s say a very natural odorí¢ŒóŒîandí¢ŒóŒ_  https://www.instagram.com/p/BbEmtNnj_Uv/í‰Œæ","[]","['https://www.instagram.com/p/BbEmtNnj_Uv/']","[]","Central Region, Singapore","[]","[]","Singapore","armpit check hehe do yall ever do this you smell somethinglets say a very natural odorand https www instagram compbbemtnnjuv","['armpit', 'check', 'hehe', 'do', 'yall', 'ever', 'do', 'this', 'you', 'smell', 'somethinglets', 'say', 'a', 'very', 'natural', 'odorand', 'https', 'www', 'instagram', 'compbbemtnnjuv']",NA,NA,NA,NA,NA
"973",9.26e+17,"03/11/2017",17:52:02,8,378388641,"What s that smell? Airrporrrttt!  Always love airport smell esp #changiairport #allwaiting @í¢ŒóŒ_  https://www.instagram.com/p/BbB1p9jgPfl/í‰Œæ","[]","['https://www.instagram.com/p/BbB1p9jgPfl/']","['#changiairport', '#allwaiting']","East Region, Singapore","[]","['#changiairport', '#allwaiting']","Singapore","what s that smell airrporrrttt always love airport smell esp  https www instagram compbbb1p9jgpfl","['what', 's', 'that', 'smell', 'airrporrrttt', 'always', 'love', 'airport', 'smell', 'esp', 'https', 'www', 'instagram', 'compbbb1p9jgpfl']",NA,NA,NA,NA,NA
"974",9.26e+17,"02/11/2017",11:34:55,8,50310121,"As an asian, most of us can't get enough of green tea matcha for it's unique taste and smell.í¢ŒóŒ_  https://www.instagram.com/p/Ba-lsjnBKU7/í‰Œæ","[]","['https://www.instagram.com/p/Ba-lsjnBKU7/']","[]","East Region, Singapore","[]","[]","Singapore","as an asian most of us cant get enough of green tea matcha for its unique taste and smell  https www instagram compba lsjnbku7","['as', 'an', 'asian', 'most', 'of', 'us', 'cant', 'get', 'enough', 'of', 'green', 'tea', 'matcha', 'for', 'its', 'unique', 'taste', 'and', 'smell', 'https', 'www', 'instagram', 'compba', 'lsjnbku7']",NA,NA,NA,NA,NA
"975",9.25e+17,"30/10/2017",12:45:33,8,536186359,"One step closer to the end. We smell freedom coming!!!í¢ŒóŒ_  https://www.instagram.com/p/Ba2_ZgOBARly8v-UeA_m4wqG7xBin8yU9jSvTs0/í‰Œæí¢ŒóŒ_","[]","['https://www.instagram.com/p/Ba2_ZgOBARly8v-UeA_m4wqG7xBin8yU9jSvTs0/']","[]","Central Region, Singapore","[]","[]","Singapore","one step closer to the end we smell freedom coming  https www instagram compba2zgobarly8v ueam4wqg7xbin8yu9jsvts0","['one', 'step', 'closer', 'to', 'the', 'end', 'we', 'smell', 'freedom', 'coming', 'https', 'www', 'instagram', 'compba2zgobarly8v', 'ueam4wqg7xbin8yu9jsvts0']",NA,NA,NA,NA,NA
"976",9.25e+17,"29/10/2017",23:03:00,8,160413032,"Took a break from #Organizing #Singapore to stop & í¢ŒóŒìsmell the flowersí¢ŒóŒù. Such stunning &í¢ŒóŒ_  https://www.instagram.com/p/Ba1hRDUnZ2h/í‰Œæ","[]","['https://www.instagram.com/p/Ba1hRDUnZ2h/']","['#organizing', '#singapore']","Central Region, Singapore","[]","['#organizing', '#singapore']","Singapore","took a break from to stop  smell the flowers such stunning  https www instagram compba1hrdunz2h","['took', 'a', 'break', 'from', 'to', 'stop', 'smell', 'the', 'flowers', 'such', 'stunning', 'https', 'www', 'instagram', 'compba1hrdunz2h']",NA,NA,NA,NA,NA
"977",9.24e+17,"28/10/2017",20:59:13,8,76317110,"Never really had a signature smell bcoz there's a lot to choose from. Hahaha (@ Bath & Body Works)  https://www.swarmapp.com/c/6oJcaCrTcn6í‰Œæ","[]","['https://www.swarmapp.com/c/6oJcaCrTcn6']","[]","Central Region, Singapore","[]","[]","Singapore","never really had a signature smell bcoz theres a lot to choose from hahaha  bath  body works https www swarmapp comc6ojcacrtcn6","['never', 'really', 'had', 'a', 'signature', 'smell', 'bcoz', 'theres', 'a', 'lot', 'to', 'choose', 'from', 'hahaha', 'bath', 'body', 'works', 'https', 'www', 'swarmapp', 'comc6ojcacrtcn6']",NA,NA,"signature","signature",NA
"978",9.23e+17,"25/10/2017",14:41:19,8,44903646,"Probably the best Laksa in the northern of Singapore íÁŒôŒÖŒ†íÁŒôŒÖŒ†The smell of this Laksa its so strong Ií¢ŒóŒ_  https://www.instagram.com/p/BaqT3StlYY3/í‰Œæ","[]","['https://www.instagram.com/p/BaqT3StlYY3/']","[]","North Region, Singapore","[]","[]","Singapore","probably the best laksa in the northern of singapore the smell of this laksa its so strong i https www instagram compbaqt3stlyy3","['probably', 'the', 'best', 'laksa', 'in', 'the', 'northern', 'of', 'singapore', 'the', 'smell', 'of', 'this', 'laksa', 'its', 'so', 'strong', 'i', 'https', 'www', 'instagram', 'compbaqt3stlyy3']","laksa",NA,NA,"laksa",NA
"979",9.22e+17,"21/10/2017",17:58:21,8,47336248,"To me, the smell of fresh made coffee is one of the greatest inventions..#toastboxí¢ŒóŒ_  https://www.instagram.com/p/BagYCbOgEBl/í‰Œæ","[]","['https://www.instagram.com/p/BagYCbOgEBl/']","['#toastbox']","Central Region, Singapore","[]","['#toastbox']","Singapore","to me the smell of fresh made coffee is one of the greatest inventions    https www instagram compbagycbogebl","['to', 'me', 'the', 'smell', 'of', 'fresh', 'made', 'coffee', 'is', 'one', 'of', 'the', 'greatest', 'inventions', 'https', 'www', 'instagram', 'compbagycbogebl']","made",NA,NA,"made",NA
"980",9.21e+17,"20/10/2017",20:23:56,8,76317110,"Have always loved the smell of Changi íÁŒôŒÍŒñíÁŒôŒÍŒñ #BestAirport íÁŒôŒÖŒ‰ (@ Terminal 2 - @changiairport in Singapore)  https://www.swarmapp.com/c/3M9WOjA2V4kí‰Œæ","['changiairport']","['https://www.swarmapp.com/c/3M9WOjA2V4k']","['#bestairport']","East Region, Singapore","[]","['#bestairport']","Singapore","have always loved the smell of changi    terminal 2 in singapore https www swarmapp comc3m9woja2v4k","['have', 'always', 'loved', 'the', 'smell', 'of', 'changi', 'terminal', '2', 'in', 'singapore', 'https', 'www', 'swarmapp', 'comc3m9woja2v4k']",NA,NA,NA,NA,NA
"981",9.21e+17,"19/10/2017",21:21:54,8,1645076125,"Don't forget to take the time to stop, smell the flowers and appreciate the small things iní¢ŒóŒ_  https://www.instagram.com/p/BabluC9HfPG/í‰Œæ","[]","['https://www.instagram.com/p/BabluC9HfPG/']","[]","Central Region, Singapore","[]","[]","Singapore","dont forget to take the time to stop smell the flowers and appreciate the small things in https www instagram compbabluc9hfpg","['dont', 'forget', 'to', 'take', 'the', 'time', 'to', 'stop', 'smell', 'the', 'flowers', 'and', 'appreciate', 'the', 'small', 'things', 'in', 'https', 'www', 'instagram', 'compbabluc9hfpg']",NA,NA,NA,NA,NA
"982",9.21e+17,"19/10/2017",03:19:49,8,65047301,"íÁŒôŒëŒ_ Be sure to smell the flowers along the way íÁŒôŒëŒ_ @ Singapore  https://www.instagram.com/p/BaZmd8PHh3H/í‰Œæ","[]","['https://www.instagram.com/p/BaZmd8PHh3H/']","[]","Central Region, Singapore","[]","[]","Singapore","be sure to smell the flowers along the way   singapore https www instagram compbazmd8phh3h","['be', 'sure', 'to', 'smell', 'the', 'flowers', 'along', 'the', 'way', 'singapore', 'https', 'www', 'instagram', 'compbazmd8phh3h']",NA,NA,NA,NA,NA
"983",9.19e+17,"13/10/2017",03:09:38,8,193325094,"I miss the smell and the sound of tropical rain, don't you? íÁŒôŒëŒÇíÁŒôŒëŒ_ .......#tbt #agnezxmo #xí¢ŒóŒ_  https://www.instagram.com/p/BaKL39PF3j4/í‰Œæ","[]","['https://www.instagram.com/p/BaKL39PF3j4/']","['#tbt', '#agnezxmo', '#x']","East Region, Singapore","[]","['#tbt', '#agnezxmo', '#x']","Singapore","i miss the smell and the sound of tropical rain dont you          https www instagram compbakl39pf3j4","['i', 'miss', 'the', 'smell', 'and', 'the', 'sound', 'of', 'tropical', 'rain', 'dont', 'you', 'https', 'www', 'instagram', 'compbakl39pf3j4']",NA,NA,NA,NA,NA
"984",9.18e+17,"12/10/2017",16:10:07,8,24530711,"Hopeful!I don't know what it is about Coffee that makes Sammy come running to smell it!#coffeeí¢ŒóŒ_  https://www.instagram.com/p/BaJAgRuBB4W/í‰Œæ","[]","['https://www.instagram.com/p/BaJAgRuBB4W/']","['#coffee']","Central Region, Singapore","[]","['#coffee']","Singapore","hopeful i dont know what it is about coffee that makes sammy come running to smell it   https www instagram compbajagrubb4w","['hopeful', 'i', 'dont', 'know', 'what', 'it', 'is', 'about', 'coffee', 'that', 'makes', 'sammy', 'come', 'running', 'to', 'smell', 'it', 'https', 'www', 'instagram', 'compbajagrubb4w']",NA,NA,NA,NA,NA
"985",9.17e+17,"08/10/2017",20:03:04,8,356020292,"I woke up this morning to the smell of baked cake and later on, roast potatoes. It smeltí¢ŒóŒ_  https://www.instagram.com/p/BZ_H-hEHUVm/í‰Œæ","[]","['https://www.instagram.com/p/BZ_H-hEHUVm/']","[]","North Region, Singapore","[]","[]","Singapore","i woke up this morning to the smell of baked cake and later on roast potatoes it smelt https www instagram compbzh hehuvm","['i', 'woke', 'up', 'this', 'morning', 'to', 'the', 'smell', 'of', 'baked', 'cake', 'and', 'later', 'on', 'roast', 'potatoes', 'it', 'smelt', 'https', 'www', 'instagram', 'compbzh', 'hehuvm']","cake",NA,NA,"cake",NA
"986",9.15e+17,"02/10/2017",12:10:36,8,235179064,"Visited this mega aesthetic (both sight and smell) restaurant. Ií¢ŒóŒ»ll try post more about it iní¢ŒóŒ_  https://www.instagram.com/p/BZu1JAClhh1/í‰Œæ","[]","['https://www.instagram.com/p/BZu1JAClhh1/']","[]","Central Region, Singapore","[]","[]","Singapore","visited this mega aesthetic both sight and smell restaurant ill try post more about it in https www instagram compbzu1jaclhh1","['visited', 'this', 'mega', 'aesthetic', 'both', 'sight', 'and', 'smell', 'restaurant', 'ill', 'try', 'post', 'more', 'about', 'it', 'in', 'https', 'www', 'instagram', 'compbzu1jaclhh1']",NA,NA,NA,NA,NA
"987",9.14e+17,"29/09/2017",18:38:21,8,261320552,"Always smell nice.Remember, the first hole you penetrate is her nostril íÁŒôŒÖŒè @ Asia/Singapore  https://www.instagram.com/p/BZnzIXbDfjC/í‰Œæ","[]","['https://www.instagram.com/p/BZnzIXbDfjC/']","[]","North Region, Singapore","[]","[]","Singapore","always smell nice remember the first hole you penetrate is her nostril   asiasingapore https www instagram compbznzixbdfjc","['always', 'smell', 'nice', 'remember', 'the', 'first', 'hole', 'you', 'penetrate', 'is', 'her', 'nostril', 'asiasingapore', 'https', 'www', 'instagram', 'compbznzixbdfjc']",NA,NA,NA,NA,NA
"988",9.13e+17,"28/09/2017",02:40:30,8,23441151,"The smell of Gula Melaka is sooooo entice!!! íÁŒôŒ_Œ„íÁŒôŒ_Œ„ #ondehondehtapakkuda #ondehondehminicupcakesí¢ŒóŒ_  https://www.instagram.com/p/BZjgawKlFs8/í‰Œæ","[]","['https://www.instagram.com/p/BZjgawKlFs8/']","['#ondehondehtapakkuda', '#ondehondehminicupcakes']","North Region, Singapore","[]","['#ondehondehtapakkuda', '#ondehondehminicupcakes']","Singapore","the smell of gula melaka is sooooo entice   https www instagram compbzjgawklfs8","['the', 'smell', 'of', 'gula', 'melaka', 'is', 'sooooo', 'entice', 'https', 'www', 'instagram', 'compbzjgawklfs8']",NA,NA,NA,NA,NA
"989",9.12e+17,"25/09/2017",10:26:59,8,230964444,"Today's breakfast is a simple honey guacamole and a herb mushroom omelette. The smell of eggsí¢ŒóŒ_  https://www.instagram.com/p/BZcnt69nKe0/í‰Œæ","[]","['https://www.instagram.com/p/BZcnt69nKe0/']","[]","North-East Region, Singapore","[]","[]","Singapore","todays breakfast is a simple honey guacamole and a herb mushroom omelette the smell of eggs https www instagram compbzcnt69nke0","['todays', 'breakfast', 'is', 'a', 'simple', 'honey', 'guacamole', 'and', 'a', 'herb', 'mushroom', 'omelette', 'the', 'smell', 'of', 'eggs', 'https', 'www', 'instagram', 'compbzcnt69nke0']",NA,NA,NA,NA,NA
"990",9.1e+17,"20/09/2017",19:33:25,8,106330759,"T - minus 15 days to ORD. When you start to smell freedom! Now time to clear my Offs & Leaves. @í¢ŒóŒ_  https://www.instagram.com/p/BZQuRoAgDPH/í‰Œæ","[]","['https://www.instagram.com/p/BZQuRoAgDPH/']","[]","North Region, Singapore","[]","[]","Singapore","t minus 15 days to ord when you start to smell freedom now time to clear my offs  leaves  https www instagram compbzquroagdph","['t', 'minus', '15', 'days', 'to', 'ord', 'when', 'you', 'start', 'to', 'smell', 'freedom', 'now', 'time', 'to', 'clear', 'my', 'offs', 'leaves', 'https', 'www', 'instagram', 'compbzquroagdph']",NA,NA,NA,NA,NA
"991",9.1e+17,"20/09/2017",01:16:05,8,42620217,"The beauty of #lotus flowers and the smell of incense í£ŒóŒÁ Singapore has so much to offer,í¢ŒóŒ_  https://www.instagram.com/p/BZOws0fhAD7/í‰Œæ","[]","['https://www.instagram.com/p/BZOws0fhAD7/']","['#lotus']","Central Region, Singapore","[]","['#lotus']","Singapore","the beauty of flowers and the smell of incense  singapore has so much to offer  https www instagram compbzows0fhad7","['the', 'beauty', 'of', 'flowers', 'and', 'the', 'smell', 'of', 'incense', 'singapore', 'has', 'so', 'much', 'to', 'offer', 'https', 'www', 'instagram', 'compbzows0fhad7']",NA,NA,NA,NA,NA
"992",9.09e+17,"17/09/2017",14:12:54,8,209136130,"Smell sooooooooooooo good~...... íÁŒôŒÖŒ_#homecooking #soup #smellawesome #tastesogood #chicken #corní¢ŒóŒ_  https://www.instagram.com/p/BZIbNzUArah/í‰Œæ","[]","['https://www.instagram.com/p/BZIbNzUArah/']","['#homecooking', '#soup', '#smellawesome', '#tastesogood', '#chicken', '#corn']","West Region, Singapore","[]","['#homecooking', '#soup', '#smellawesome', '#tastesogood', '#chicken', '#corn']","Singapore","smell sooooooooooooo good   https www instagram compbzibnzuarah","['smell', 'sooooooooooooo', 'good', 'https', 'www', 'instagram', 'compbzibnzuarah']",NA,NA,NA,NA,NA
"993",9.09e+17,"16/09/2017",21:53:56,8,356638317,"Deep fried whitebait with truffle bits, crispy none oily with a pungent smell of black truffle,í¢ŒóŒ_  https://www.instagram.com/p/BZGrLNDnc-i/í‰Œæ","[]","['https://www.instagram.com/p/BZGrLNDnc-i/']","[]","Central Region, Singapore","[]","[]","Singapore","deep fried whitebait with truffle bits crispy none oily with a pungent smell of black truffle  https www instagram compbzgrlndnc i","['deep', 'fried', 'whitebait', 'with', 'truffle', 'bits', 'crispy', 'none', 'oily', 'with', 'a', 'pungent', 'smell', 'of', 'black', 'truffle', 'https', 'www', 'instagram', 'compbzgrlndnc', 'i']","truffle",NA,"pungent","truffle  pungent",NA
"994",9.09e+17,"16/09/2017",18:35:13,8,181464175,"One of the highlights of #singaporenightfestival. If you could only smell this on yourí¢ŒóŒ_  https://www.instagram.com/p/BZGUb0thuhC/í‰Œæ","[]","['https://www.instagram.com/p/BZGUb0thuhC/']","['#singaporenightfestival']","Central Region, Singapore","[]","['#singaporenightfestival']","Singapore","one of the highlights of if you could only smell this on your https www instagram compbzgub0thuhc","['one', 'of', 'the', 'highlights', 'of', 'if', 'you', 'could', 'only', 'smell', 'this', 'on', 'your', 'https', 'www', 'instagram', 'compbzgub0thuhc']",NA,NA,"only","only",NA
"995",9.08e+17,"13/09/2017",21:34:16,8,360982833,"Durian Crí€ŒÂme Brulí€Œ©eí‰Œæ($14++) íÁŒôŒ_Œ_íÁŒôŒ_Œ_íÁŒôŒ_Œ_ Its smell was super stinky for I-cannot-stand-durian-me, so Ií¢ŒóŒ_  https://www.instagram.com/p/BY-6iywhxFp/í‰Œæ","[]","['https://www.instagram.com/p/BY-6iywhxFp/']","[]","Central Region, Singapore","[]","[]","Singapore","durian crme brule14  its smell was super stinky for i cannot stand durian me so i https www instagram compby 6iywhxfp","['durian', 'crme', 'brule14', 'its', 'smell', 'was', 'super', 'stinky', 'for', 'i', 'cannot', 'stand', 'durian', 'me', 'so', 'i', 'https', 'www', 'instagram', 'compby', '6iywhxfp']",NA,NA,"its","its",NA
"996",9.07e+17,"12/09/2017",13:20:37,8,162296447,"The nice smell brought us to this place while walking n considering what to have for lunchí¢ŒóŒ_  https://www.instagram.com/p/BY7dQOHBHyF/í‰Œæ","[]","['https://www.instagram.com/p/BY7dQOHBHyF/']","[]","Central Region, Singapore","[]","[]","Singapore","the nice smell brought us to this place while walking n considering what to have for lunch https www instagram compby7dqohbhyf","['the', 'nice', 'smell', 'brought', 'us', 'to', 'this', 'place', 'while', 'walking', 'n', 'considering', 'what', 'to', 'have', 'for', 'lunch', 'https', 'www', 'instagram', 'compby7dqohbhyf']",NA,NA,"nice","nice",NA
"997",9.07e+17,"11/09/2017",22:44:44,8,123150564,"A reminder that we can always choose to take time to stop and smell the roses (even in theí¢ŒóŒ_  https://www.instagram.com/p/BY55BLWDWvx/í‰Œæ","[]","['https://www.instagram.com/p/BY55BLWDWvx/']","[]","North Region, Singapore","[]","[]","Singapore","a reminder that we can always choose to take time to stop and smell the roses even in the https www instagram compby55blwdwvx","['a', 'reminder', 'that', 'we', 'can', 'always', 'choose', 'to', 'take', 'time', 'to', 'stop', 'and', 'smell', 'the', 'roses', 'even', 'in', 'the', 'https', 'www', 'instagram', 'compby55blwdwvx']",NA,NA,NA,NA,NA
"998",9.07e+17,"11/09/2017",22:33:13,8,377074989,"Six months since the best day of my life! It sped by so quickly.The fresh smell of morning oní¢ŒóŒ_  https://www.instagram.com/p/BY53swEFKoa/í‰Œæ","[]","['https://www.instagram.com/p/BY53swEFKoa/']","[]","Central Region, Singapore","[]","[]","Singapore","six months since the best day of my life it sped by so quickly the fresh smell of morning on https www instagram compby53swefkoa","['six', 'months', 'since', 'the', 'best', 'day', 'of', 'my', 'life', 'it', 'sped', 'by', 'so', 'quickly', 'the', 'fresh', 'smell', 'of', 'morning', 'on', 'https', 'www', 'instagram', 'compby53swefkoa']","morning",NA,"fresh","morning  fresh",NA
"999",9.07e+17,"10/09/2017",12:34:48,8,271995517,"Part 2.5 OMG ThankYou guys for this gift,  may the smell just like you peeps surrounding me.í¢ŒóŒ_  https://www.instagram.com/p/BY2Oa14DcpD/í‰Œæ","[]","['https://www.instagram.com/p/BY2Oa14DcpD/']","[]","East Region, Singapore","[]","[]","Singapore","part 2 5 omg thankyou guys for this gift may the smell just like you peeps surrounding me  https www instagram compby2oa14dcpd","['part', '2', '5', 'omg', 'thankyou', 'guys', 'for', 'this', 'gift', 'may', 'the', 'smell', 'just', 'like', 'you', 'peeps', 'surrounding', 'me', 'https', 'www', 'instagram', 'compby2oa14dcpd']",NA,NA,NA,NA,NA
"1000",9.06e+17,"09/09/2017",19:53:40,8,2417430678,"why babies smell so soft and fluffy? im so mad at them for that. this one smells like babyí¢ŒóŒ_  https://www.instagram.com/p/BY0b2aKAC4p/í‰Œæ","[]","['https://www.instagram.com/p/BY0b2aKAC4p/']","[]","North-East Region, Singapore","[]","[]","Singapore","why babies smell so soft and fluffy im so mad at them for that this one smells like baby https www instagram compby0b2akac4p","['why', 'babies', 'smell', 'so', 'soft', 'and', 'fluffy', 'im', 'so', 'mad', 'at', 'them', 'for', 'that', 'this', 'one', 'smells', 'like', 'baby', 'https', 'www', 'instagram', 'compby0b2akac4p']",NA,NA,"babies","babies",NA
"1001",9.06e+17,"09/09/2017",18:17:48,8,40006971,"The smell of the jungle, the mud, terrain. Everything on that trail brings me back to trail.í¢ŒóŒ_  https://www.instagram.com/p/BY0Q3rJgUNY/í‰Œæ","[]","['https://www.instagram.com/p/BY0Q3rJgUNY/']","[]","North Region, Singapore","[]","[]","Singapore","the smell of the jungle the mud terrain everything on that trail brings me back to trail  https www instagram compby0q3rjguny","['the', 'smell', 'of', 'the', 'jungle', 'the', 'mud', 'terrain', 'everything', 'on', 'that', 'trail', 'brings', 'me', 'back', 'to', 'trail', 'https', 'www', 'instagram', 'compby0q3rjguny']","jungle",NA,NA,"jungle",NA
"1002",9.06e+17,"07/09/2017",13:45:07,8,22271592,"Apparently daisies don't smell very pleasant íÁŒôŒ_ŒîíÁŒôŒëŒ_ @ Flower dome  https://www.instagram.com/p/BYuoE0PHnO7/í‰Œæ","[]","['https://www.instagram.com/p/BYuoE0PHnO7/']","[]","Central Region, Singapore","[]","[]","Singapore","apparently daisies dont smell very pleasant   flower dome https www instagram compbyuoe0phno7","['apparently', 'daisies', 'dont', 'smell', 'very', 'pleasant', 'flower', 'dome', 'https', 'www', 'instagram', 'compbyuoe0phno7']",NA,NA,"dont","dont","flower dome"
"1003",9.05e+17,"04/09/2017",18:31:31,8,725416244,"Handmade fishball noodles with mee pok. Fishball has that tasty fish smell but without theí¢ŒóŒ_  https://www.instagram.com/p/BYnaeyalt89/í‰Œæ","[]","['https://www.instagram.com/p/BYnaeyalt89/']","[]","Central Region, Singapore","[]","[]","Singapore","handmade fishball noodles with mee pok fishball has that tasty fish smell but without the https www instagram compbynaeyalt89","['handmade', 'fishball', 'noodles', 'with', 'mee', 'pok', 'fishball', 'has', 'that', 'tasty', 'fish', 'smell', 'but', 'without', 'the', 'https', 'www', 'instagram', 'compbynaeyalt89']",NA,NA,"fish","fish",NA
"1004",9.04e+17,"01/09/2017",23:15:54,8,7.43e+17,"New arrival ! íÁŒôŒÖŒ_ Peppermint Grove #candles #bodycare #disfuser #soy #fragrance #smell #giftí¢ŒóŒ_  https://www.instagram.com/p/BYgMoZRnkSZ/í‰Œæ","[]","['https://www.instagram.com/p/BYgMoZRnkSZ/']","['#candles', '#bodycare', '#disfuser', '#soy', '#fragrance', '#smell', '#gift']","North Region, Singapore","[]","['#candles', '#bodycare', '#disfuser', '#soy', '#fragrance', '#smell', '#gift']","Singapore","new arrival  peppermint grove   https www instagram compbygmozrnksz","['new', 'arrival', 'peppermint', 'grove', 'https', 'www', 'instagram', 'compbygmozrnksz']",NA,NA,NA,NA,NA
"1005",9.03e+17,"31/08/2017",21:49:39,8,99136541,"Do you smell that? Ití¢ŒóŒ»s poison.#PanthereDeCartier #CartierSingapore @ Infinite Studios At 21í¢ŒóŒ_  https://www.instagram.com/p/BYdd-aYFpfE/í‰Œæ","[]","['https://www.instagram.com/p/BYdd-aYFpfE/']","['#pantheredecartier', '#cartiersingapore']","Central Region, Singapore","[]","['#pantheredecartier', '#cartiersingapore']","Singapore","do you smell that its poison   infinite studios at 21 https www instagram compbydd ayfpfe","['do', 'you', 'smell', 'that', 'its', 'poison', 'infinite', 'studios', 'at', '21', 'https', 'www', 'instagram', 'compbydd', 'ayfpfe']",NA,NA,NA,NA,NA
"1006",9.03e+17,"31/08/2017",19:29:18,8,1428661790,"Tobi smell so nice now . íÁŒôŒëŒŸ (@ HANxWEIíÁŒôŒÍŒ_ w/ @2guailan4you)  https://www.swarmapp.com/c/64LNWuwJP2cí‰Œæ","[]","['https://www.swarmapp.com/c/64LNWuwJP2c']","[]","East Region, Singapore","[]","[]","Singapore","tobi smell so nice now   hanxwei w  https www swarmapp comc64lnwuwjp2c","['tobi', 'smell', 'so', 'nice', 'now', 'hanxwei', 'w', 'https', 'www', 'swarmapp', 'comc64lnwuwjp2c']",NA,NA,"tobi","tobi",NA
"1007",9.03e+17,"29/08/2017",21:40:39,8,150562202,"My gorgeous girl . Hugs me even after Foo Fighters and I'm sure I smell like death ...í¢ŒóŒ_  https://www.instagram.com/p/BYYTWfmASlq/í‰Œæ","[]","['https://www.instagram.com/p/BYYTWfmASlq/']","[]","North Region, Singapore","[]","[]","Singapore","my gorgeous girl hugs me even after foo fighters and im sure i smell like death  https www instagram compbyytwfmaslq","['my', 'gorgeous', 'girl', 'hugs', 'me', 'even', 'after', 'foo', 'fighters', 'and', 'im', 'sure', 'i', 'smell', 'like', 'death', 'https', 'www', 'instagram', 'compbyytwfmaslq']",NA,NA,NA,NA,NA
